,Unnamed: 0,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,price,categories,diets,url
835,848,1333,The Italian Hot Table,"74 Bolton Street, Bobcaygeon, Ontario",44.536358659005906,-78.54425546862518,"74 Bolton Street, Bobcaygeon, Kawartha Lakes, Ontario Canada",R848,4.3,2.5,"['Italian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g796988-d12594277-Reviews-The_Italian_Hot_Table-Bobcaygeon_Kawartha_Lakes_Ontario.html
836,849,1334,Riverbank Pizza,"6653 35 Hwy, Coboconk, Ontario",44.654054590187734,-78.79581911314861,"6653 35 Hwy, Coboconk, Kawartha Lakes, Ontario K0M 1K0 Canada",R849,4.3,1.0,"['Italian', 'Pizza', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g3741471-d7288975-Reviews-Riverbank_Pizza-Coboconk_Kawartha_Lakes_Ontario.html
839,852,1339,Lindsay’s Aroma,"32 Queen St, Lindsay, Ontario",44.3585252,-78.7332107,"32 Queen St, Lindsay, Kawartha Lakes, Ontario K9V 1G2 Canada",R852,4.1,2.5,"['Indian', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g660799-d13196239-Reviews-Lindsay_s_Aroma-Lindsay_Kawartha_Lakes_Ontario.html
841,854,1342,Fenelon Falls Brewing Co.,"4 May Street, Fenelon Falls, Ontario",44.53664570000001,-78.7380132,"4 May Street, Fenelon Falls, Kawartha Lakes, Ontario K0M 1N0 Canada",R854,4.4,2.5,"['Brew Pub', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g796987-d19609064-Reviews-Fenelon_Falls_Brewing_Co-Fenelon_Falls_Kawartha_Lakes_Ontario.html
843,856,1344,Dolce,"18 Lindsay Street, Fenelon Falls, Ontario",44.534155,-78.738024,"18 Lindsay Street, Fenelon Falls, Kawartha Lakes, Ontario K0M 1N0 Canada",R856,4.4,2.5,"['Italian', 'European', 'Portuguese']",[],https://www.tripadvisor.ca/Restaurant_Review-g796987-d9873130-Reviews-Dolce-Fenelon_Falls_Kawartha_Lakes_Ontario.html
844,857,1345,Grant's Butchershop,"35 King Street, Bobcaygeon, Ontario",44.533134499999996,-78.55059399999999,"35 King Street East, Bobcaygeon, Kawartha Lakes, Ontario K0M 1A0 Canada",R857,5.0,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g796988-d10469722-Reviews-Grant_s_Butchershop-Bobcaygeon_Kawartha_Lakes_Ontario.html
845,858,1346,Roadside Diner,"139 King Street,, Ontario",44.3934785,-79.0096351,"139 King Street West,, Omemee, Kawartha Lakes, Ontario Canada",R858,4.2,1.0,"['Chinese', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g3454061-d4507518-Reviews-Roadside_Diner-Omemee_Kawartha_Lakes_Ontario.html
847,860,1348,Kawartha Caribbean Hut,"109 Queen St, Lindsay, Ontario",44.35958625,-78.7272738,"109 Queen St, Lindsay, Kawartha Lakes, Ontario K9V 1G7 Canada",R860,4.6,2.5,['Caribbean'],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d12490329-Reviews-Kawartha_Caribbean_Hut-Lindsay_Kawartha_Lakes_Ontario.html
848,861,1349,Captain George,"17 Russell St, Lindsay, Ontario",44.353566799999996,-78.7350068,"17 Russell St W, Lindsay, Kawartha Lakes, Ontario K9V 2W5 Canada",R861,4.2,2.5,"['Seafood', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d4879040-Reviews-Captain_George-Lindsay_Kawartha_Lakes_Ontario.html
849,862,1350,Thai By Joe,"28 Kent Street, Lindsay, Ontario",44.35656118571429,-78.73270792857143,"28 Kent Street West, Lindsay, Kawartha Lakes, Ontario K9V 2Y1 Canada",R862,4.1,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g660799-d15565971-Reviews-Thai_By_Joe-Lindsay_Kawartha_Lakes_Ontario.html
852,865,1353,The Maple Wood,"8021 Highway 35, Norland, Ontario",44.7671974,-78.8174583,"8021 Highway 35, Norland, Kawartha Lakes, Ontario K0M 2L0 Canada",R865,4.1,2.5,"['European', 'Contemporary', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g1597071-d14936466-Reviews-The_Maple_Wood-Norland_Kawartha_Lakes_Ontario.html
853,866,1354,Super Natural Vegan Cuisine,"22 Lindsay St, Lindsay, Ontario",44.35749620000001,-78.7358271,"22 Lindsay St S, Lindsay, Kawartha Lakes, Ontario K9V 2L8 Canada",R866,4.8,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d15531375-Reviews-Super_Natural_Vegan_Cuisine-Lindsay_Kawartha_Lakes_Ontario.html
855,868,1356,Luigi's Pizza,"32 King Street, Bobcaygeon, Ontario",44.533134499999996,-78.55059399999999,"32 King Street East Across From the L.C.B.O, Bobcaygeon, Kawartha Lakes, Ontario K0M 1A0 Canada",R868,4.1,2.5,"['Pizza', 'Fast food', 'Healthy']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g796988-d8532363-Reviews-Luigi_s_Pizza-Bobcaygeon_Kawartha_Lakes_Ontario.html
856,869,1357,Smokin Dave's,"4400 Highway 35, Kawartha Lakes, Ontario",44.46564519350328,-78.76191546348106,"4400 Highway 35, Kawartha Lakes, Ontario K0M 1G0 Canada",R869,5.0,2.5,"['Pizza', 'Fast food', 'Barbecue']",[],https://www.tripadvisor.ca/Restaurant_Review-g499267-d14363129-Reviews-Smokin_Dave_s-Kawartha_Lakes_Ontario.html
857,870,1358,Lakeside Chinese Cuisine,"44 Bolton Street, Bobcaygeon, Ontario",44.537562,-78.54487859999999,"44 Bolton Street, Bobcaygeon, Kawartha Lakes, Ontario K0M 1A0 Canada",R870,3.9,2.5,"['Chinese', 'Asian', 'Cantonese']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g796988-d12493051-Reviews-Lakeside_Chinese_Cuisine-Bobcaygeon_Kawartha_Lakes_Ontario.html
858,871,1360,Spotstar Family Restaurant,"257 Kent St, Lindsay, Ontario",44.35254494285714,-78.74689538571428,"257 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 2Z3 Canada",R871,4.5,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d12978794-Reviews-Spotstar_Family_Restaurant-Lindsay_Kawartha_Lakes_Ontario.html
859,872,1361,Quesada,"449 Kent St, Lindsay, Ontario",44.3484716,-78.764954,"449 Kent St W Unit F5, Lindsay, Kawartha Lakes, Ontario K9V 6C3 Canada",R872,4.5,1.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d12911131-Reviews-Quesada-Lindsay_Kawartha_Lakes_Ontario.html
860,873,1362,The Locker at The Falls,"105 Lindsay St, Fenelon Falls, Ontario",44.530792299999995,-78.74010328,"105 Lindsay St, Fenelon Falls, Kawartha Lakes, Ontario K0M 1N0 Canada",R873,3.8,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g796987-d19597939-Reviews-The_Locker_at_The_Falls-Fenelon_Falls_Kawartha_Lakes_Ontario.html
862,875,1364,Jacked Up Pizza,"153 Angeline St, Lindsay, Ontario",44.3599088,-78.7554682710744,"153 Angeline St N, Lindsay, Kawartha Lakes, Ontario K9V 4X3 Canada",R875,4.5,2.5,['Pizza'],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d17849088-Reviews-Jacked_Up_Pizza-Lindsay_Kawartha_Lakes_Ontario.html
863,876,1367,Buttertarts 'N More,"1451 Hwy 7a, Bethany, Ontario",44.1816143,-78.57045740000001,"1451 Hwy 7a, Bethany, Kawartha Lakes, Ontario L0A 1A0 Canada",R876,4.5,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g796992-d6995987-Reviews-Buttertarts_N_More-Bethany_Kawartha_Lakes_Ontario.html
864,877,1368,Airport View Restaurant,"Rte 35 3187, Lindsay, Ontario",44.3495225,-78.7671947,"Rte 35 3187 Hwy 35 North, Lindsay, Kawartha Lakes, Ontario K9V 4R1 Canada",R877,3.6,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d767408-Reviews-Airport_View_Restaurant-Lindsay_Kawartha_Lakes_Ontario.html
865,878,1370,The Gull's Nest Restaurant,"11 Albert Street, Coboconk, Ontario",44.6590039,-78.7981236,"11 Albert Street, Coboconk, Kawartha Lakes, Ontario K0M 1K0 Canada",R878,3.4,1.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g3741471-d6720555-Reviews-The_Gull_s_Nest_Restaurant-Coboconk_Kawartha_Lakes_Ontario.html
866,879,1371,Domino's Pizza,"351 Kent St, Lindsay, Ontario",44.3506254,-78.7556595,"351 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 2Z7 Canada",R879,4.1,1.0,"['Pizza', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d4881906-Reviews-Domino_s_Pizza-Lindsay_Kawartha_Lakes_Ontario.html
867,880,1372,Extreme Pita,"401 Kent St, Lindsay, Ontario",44.348662100000006,-78.76092940000001,"401 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 4Z1 Canada",R880,3.9,1.0,"['Quick Bites', 'Fast food', 'Mediterranean']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d11871098-Reviews-Extreme_Pita-Lindsay_Kawartha_Lakes_Ontario.html
868,881,1373,Subway,"7 Colborne St, Fenelon Falls, Ontario",44.536355485,-78.73693627,"7 Colborne St, Fenelon Falls, Kawartha Lakes, Ontario K0M 1N0 Canada",R881,3.7,1.0,"['Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g796987-d978099-Reviews-Subway-Fenelon_Falls_Kawartha_Lakes_Ontario.html
869,882,1374,Shallamar Diner,"1328 Portage Rd, Kirkfield, Ontario",44.563191700000004,-78.9799575,"1328 Portage Rd, Kirkfield, Kawartha Lakes, Ontario K0M 2B0 Canada",R882,4.0,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g4176269-d3469487-Reviews-Shallamar_Diner-Kirkfield_Kawartha_Lakes_Ontario.html
870,883,1375,The Moose,"34 Lindsay Street, Lindsay, Ontario",44.35497124117647,-78.73431185882353,"34 Lindsay Street South South, Lindsay, Kawartha Lakes, Ontario K9V 2L8 Canada",R883,4.1,1.0,['Bar'],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d11860180-Reviews-The_Moose-Lindsay_Kawartha_Lakes_Ontario.html
871,884,1376,Fat Bastard Burritos,"351 Kent St, Lindsay, Ontario",44.3506254,-78.7556595,"351 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 2Z7 Canada",R884,4.8,7.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d15184971-Reviews-Fat_Bastard_Burritos-Lindsay_Kawartha_Lakes_Ontario.html
873,886,1379,Ping's,"235 Kent St, Lindsay, Ontario",44.353211200000004,-78.7445229,"235 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 2Z1 Canada",R886,3.7,2.5,"['Chinese', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d15649107-Reviews-Ping_s-Lindsay_Kawartha_Lakes_Ontario.html
875,888,1381,Derry Restaurant & Chinese Food,"348 Highway 36, Lindsay, Ontario",44.334207,-78.70516190000001,"348 Highway 36, Lindsay, Kawartha Lakes, Ontario K9V 4R6 Canada",R888,3.6,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d767420-Reviews-Derry_Restaurant_Chinese_Food-Lindsay_Kawartha_Lakes_Ontario.html
876,889,1383,Square Boy Pizza & Subs,"215 Kent St, Lindsay, Ontario",44.353676899999996,-78.74254350000001,"215 Kent St W, Lindsay, Kawartha Lakes, Ontario K9V 2Z1 Canada",R889,3.9,2.5,"['Pizza', 'Fast food', 'Deli']",[],https://www.tripadvisor.ca/Restaurant_Review-g660799-d767452-Reviews-Square_Boy_Pizza_Subs-Lindsay_Kawartha_Lakes_Ontario.html
881,894,1390,901 Westside,"901 Ottawa St., Kenora, Ontario",49.760966700000004,-94.556001,"901 Ottawa St. Keewatin, Kenora, Ontario P0X 1C0 Canada",R894,4.6,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'gluten free options', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d4079206-Reviews-901_Westside-Kenora_Kenora_District_Ontario.html
884,897,1393,Dino's Restaurant,"206 Second St, Kenora, Ontario",51.0578006,-93.7390818,"206 Second St S, Kenora, Ontario P9N 1G2 Canada",R897,4.5,2.5,"['Mediterranean', 'Greek', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d767132-Reviews-Dino_s_Restaurant-Kenora_Kenora_District_Ontario.html
886,899,1395,Patricia Inn Family Restaurant,"537 Government St, Dryden, Ontario",49.7862625,-92.8219057,"537 Government St, Dryden, Ontario P8N 2P6 Canada",R899,4.0,2.5,"['American', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181721-d766443-Reviews-Patricia_Inn_Family_Restaurant-Dryden_Kenora_District_Ontario.html
888,901,1397,Forest Bar & Grill,"11 May St, Sioux Lookout, Ontario",50.0881061,-91.91018299999999,"11 May St, Sioux Lookout, Ontario P8T 1A3 Canada",R901,4.0,2.5,"['Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g660794-d769175-Reviews-Forest_Bar_Grill-Sioux_Lookout_Kenora_District_Ontario.html
891,904,1401,Burger Scoop,"109 Main Ignace, Ignace, Ontario",49.41276,-91.654816,"109 Main Ignace, Ignace, Ontario P0T 1T0 Canada",R904,4.3,1.0,"['American', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g1820736-d5033414-Reviews-Burger_Scoop-Ignace_Kenora_District_Ontario.html
892,905,1403,Green's Bbq and Bar,"1291 Highway 71, Nestor Falls, Ontario",49.1167623,-93.92555259999999,"1291 Highway 71, Nestor Falls, Ontario P0X 1K0 Canada",R905,4.4,2.5,"['American', 'Barbecue', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g1756538-d7061321-Reviews-Green_s_Bbq_and_Bar-Nestor_Falls_Kenora_District_Ontario.html
893,906,1404,Waterside Restaurant Lakeside Inn,"470 First Ave, Kenora, Ontario",50.1081761,-91.90826390000001,"470 First Ave S, Kenora, Ontario P9N 1W5 Canada",R906,3.8,2.5,"['American', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d767123-Reviews-Waterside_Restaurant_Lakeside_Inn-Kenora_Kenora_District_Ontario.html
894,907,1405,"The Lake-Vu Motel, Restaurant and Convenience Center","740 Lakeview Dr, Kenora, Ontario",49.76373835,-94.52626822424988,"740 Lakeview Dr, Kenora, Ontario P9N 3P7 Canada",R907,4.3,2.5,"['Pub', 'Diner', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181749-d10747551-Reviews-The_Lake_Vu_Motel_Restaurant_and_Convenience_Center-Kenora_Kenora_District_Ontar.html
898,911,1409,Subway,"460 Government Rd, Dryden, Ontario",49.785945399999996,-92.8410093,"460 Government Rd, Dryden, Ontario P8N 2P5 Canada",R911,4.1,1.0,"['American', 'Fast food', 'Deli']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181721-d766451-Reviews-Subway-Dryden_Kenora_District_Ontario.html
899,912,1410,Yesterday's Restaurant,"800 Highway 17, Kenora, Ontario",49.744057399999996,-94.3676319,"800 Highway 17, Kenora, Ontario Canada",R912,3.7,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d978799-Reviews-Yesterday_s_Restaurant-Kenora_Kenora_District_Ontario.html
900,913,1411,Bob's Burger Bar,"152 B Main, Kenora, Ontario",50.11793995,-91.90148363791485,"152 B Main Street, Kenora, Ontario P9N 3C8 Canada",R913,4.0,2.5,"['American', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d12848150-Reviews-Bob_s_Burger_Bar-Kenora_Kenora_District_Ontario.html
901,914,1413,Subway,"621 Lakeview Dr., Kenora, Ontario",49.7663955,-94.5191052,"621 Lakeview Dr., Kenora, Ontario P9N 3P6 Canada",R914,4.5,1.0,"['Fast food', 'International', 'Deli']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181749-d5093418-Reviews-Subway-Kenora_Kenora_District_Ontario.html
902,915,1414,Days Inn Kenora,"920 Highway 17, Kenora, Ontario",49.7603527,-94.4749937,"920 Highway 17 E, Kenora, Ontario P9N 1L9 Canada",R915,3.9,2.5,"['American', 'Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d767131-Reviews-Days_Inn_Kenora-Kenora_Kenora_District_Ontario.html
904,917,1417,Unfixed,"308 2nd Street, Kenora, Ontario",49.7896588,-92.84473299999999,"308 2nd Street South Chipman Street Side of Market Sq., Kenora, Ontario P9N 1G4 Canada",R917,4.8,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d10733478-Reviews-Unfixed-Kenora_Kenora_District_Ontario.html
905,918,1419,Wellington Centre,"67 Wellington St, Sioux Lookout, Ontario",50.0926225,-91.9185170635514,"67 Wellington St, Sioux Lookout, Ontario P8T 1E2 Canada",R918,3.8,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g660794-d769182-Reviews-Wellington_Centre-Sioux_Lookout_Kenora_District_Ontario.html
907,920,1421,Domino's Pizza,"231 Main St, Kenora, Ontario",49.75798029999999,-94.5557584,"231 Main St S, Kenora, Ontario P9N 1T3 Canada",R920,4.1,1.0,['Pizza'],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d5078105-Reviews-Domino_s_Pizza-Kenora_Kenora_District_Ontario.html
908,921,1422,Lakeside Inn & Convention Centre,"470 First Ave, Kenora, Ontario",50.1081761,-91.90826390000001,"470 First Ave S, Kenora, Ontario P9N 1W5 Canada",R921,3.7,2.5,"['Bar', 'International', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d767143-Reviews-Lakeside_Inn_Convention_Centre-Kenora_Kenora_District_Ontario.html
910,923,1424,Sushi 251,"251 Second St, Kenora, Ontario",51.0578006,-93.7390818,"251 Second St S, Kenora, Ontario P9N 1G1 Canada",R923,3.9,2.5,"['Japanese', 'Sushi', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d7226747-Reviews-Sushi_251-Kenora_Kenora_District_Ontario.html
911,924,1425,Fifth Avenue Club Restaurant,"68 Front St, Sioux Lookout, Ontario",50.0978219,-91.92638249999999,"68 Front St, Sioux Lookout, Ontario P8T 1B8 Canada",R924,3.8,2.5,"['Chinese', 'Asian', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g660794-d769174-Reviews-Fifth_Avenue_Club_Restaurant-Sioux_Lookout_Kenora_District_Ontario.html
912,925,1428,The Neighbourhood Eatery,"5707B Highway 71, Sioux Narrows, Ontario",49.4130359,-94.0979487,"5707B Highway 71, Sioux Narrows, Ontario P0X 1N0 Canada",R925,5.0,2.5,"['American', 'Cafe', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g227122-d20106015-Reviews-The_Neighbourhood_Eatery-Sioux_Narrows_Kenora_District_Ontario.html
913,926,1429,Howey Bay Motel,"26 Hwy 105, Red Lake, Ontario",51.019264899999996,-93.82286500000001,"26 Hwy 105, Red Lake, Ontario P0V 2M0 Canada",R926,3.8,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g680205-d768880-Reviews-Howey_Bay_Motel-Red_Lake_Kenora_District_Ontario.html
914,927,1430,Northwood Motor Inn,"Old 17 Hwy, Ignace, Ontario",49.3759761,-91.57832509999999,"Old 17 Hwy, Ignace, Ontario P0T 1T0 Canada",R927,3.9,2.5,"['American', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g1820736-d3896143-Reviews-Northwood_Motor_Inn-Ignace_Kenora_District_Ontario.html
916,929,1432,Quesada Burritos & Tacos,"200 Main St, Kenora, Ontario",49.75798029999999,-94.5557584,"200 Main St N, Kenora, Ontario P9N 3C8 Canada",R929,3.9,2.5,['Mexican'],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d13990112-Reviews-Quesada_Burritos_Tacos-Kenora_Kenora_District_Ontario.html
917,930,1433,The Jade Restaurant,"17 Hwy 105, Red Lake, Ontario",51.0177354,-93.8216911494595,"17 Hwy 105, Red Lake, Ontario P0V 2M0 Canada",R930,4.1,2.5,"['Chinese', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g680205-d4882719-Reviews-The_Jade_Restaurant-Red_Lake_Kenora_District_Ontario.html
919,932,1436,Ignace Tavern,"300 Nash Street, Ignace, Ontario",49.417891100000006,-91.6612692,"300 Nash Street One Block North Of Highway 17. Turn On Nash Street At White Otter Inn, Ignace, Ontario P0T 1T0 Canada",R932,5.0,2.5,"['Brew Pub', 'Pizza', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g1820736-d20820175-Reviews-Ignace_Tavern-Ignace_Kenora_District_Ontario.html
920,933,1437,Hing's Chinese Food,"45 Matheson St, Kenora, Ontario",49.767246899999996,-94.488519,"45 Matheson St S, Kenora, Ontario P9N 1T7 Canada",R933,3.7,2.5,"['Chinese', 'Asian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181749-d767135-Reviews-Hing_s_Chinese_Food-Kenora_Kenora_District_Ontario.html
921,934,1438,Domino's Pizza - Dryden,"539 Government St, Dryden, Ontario",49.788204799999995,-92.8471998,"539 Government St Unit 14 - Golden Mile Plaza, Dryden, Ontario P8N 2P6 Canada",R934,4.0,1.0,"['Pizza', 'Fast food', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181721-d5097819-Reviews-Domino_s_Pizza_Dryden-Dryden_Kenora_District_Ontario.html
922,935,1439,Old Pilots Pub,"Storm Bay Road, Kenora, Ontario",49.695747999999995,-94.3436172,"Storm Bay Road Smith Camps, Kenora, Ontario P9N 3X3 Canada",R935,4.5,3.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d8372438-Reviews-Old_Pilots_Pub-Kenora_Kenora_District_Ontario.html
923,936,1441,Roxanne's Sweet Things Bakery & Cafe,"1020 Hwy 17, Ignace, Ontario",49.411435,-91.6450957,"1020 Hwy 17, Ignace, Ontario P0T 1T0 Canada",R936,4.8,2.5,"['American', 'Cafe', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g1820736-d17550252-Reviews-Roxanne_s_Sweet_Things_Bakery_Cafe-Ignace_Kenora_District_Ontario.html
924,937,1443,Spud & Dog,"140-148 Howey St, Red Lake, Ontario",51.01126729999999,-93.83797940000001,"140-148 Howey St, Red Lake, Ontario P0V 2M0 Canada",R937,4.6,1.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g680205-d768883-Reviews-Spud_Dog-Red_Lake_Kenora_District_Ontario.html
925,938,1444,The Log Tavern Nestor Falls Ontario,"1535 Highway 71, Nestor Falls, Ontario",49.1167623,-93.92555259999999,"1535 Highway 71, Nestor Falls, Ontario Canada",R938,4.0,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g1756538-d10311444-Reviews-The_Log_Tavern_Nestor_Falls_Ontario-Nestor_Falls_Kenora_District_Ontario.html
